رقم القيد الأصلي (قيود),التاريخ,البيان,رقم الحساب القديم,اسم الحساب,مدين,دائن,ملاحظة السطر
1002,2026-02-02,قيد يدوي رقم 1002 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,300.0,,
1002,2026-02-02,قيد يدوي رقم 1002 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,300.0,
1003,2026-02-02,قيد يدوي رقم 1003 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1003,2026-02-02,قيد يدوي رقم 1003 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,4500.0,,
1003,2026-02-02,قيد يدوي رقم 1003 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1003,2026-02-02,قيد يدوي رقم 1003 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,4500.0,
1004,2026-02-02,قيد يدوي رقم 1004 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,2500.0,,Ibrahim
1004,2026-02-02,قيد يدوي رقم 1004 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,2300.0,,Fuad
1004,2026-02-02,قيد يدوي رقم 1004 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,2300.0,,Amr
1004,2026-02-02,قيد يدوي رقم 1004 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,1800.0,,Fayyaz
1004,2026-02-02,قيد يدوي رقم 1004 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,8900.0,
1295,2026-02-02,قيد يدوي رقم 1295 - أنشئ بواسطة Kashif Ali,5207,التأمينات الاجتماعية,3936.0,,
1295,2026-02-02,قيد يدوي رقم 1295 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,3936.0,
996,2026-02-03,قيد يدوي رقم 996 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,33.0,,
996,2026-02-03,قيد يدوي رقم 996 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,33.0,
1005,2026-02-03,قيد يدوي رقم 1005 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,4530.0,,
1005,2026-02-03,قيد يدوي رقم 1005 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,4530.0,
1006,2026-02-03,قيد يدوي رقم 1006 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1006,2026-02-03,قيد يدوي رقم 1006 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1007,2026-02-03,قيد يدوي رقم 1007 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2588.0,
1007,2026-02-03,قيد يدوي رقم 1007 - أنشئ بواسطة Kashif Ali,5208,الرسوم الحكومية,2588.0,,
1008,2026-02-03,قيد يدوي رقم 1008 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,128.0,,
1008,2026-02-03,قيد يدوي رقم 1008 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,128.0,
1009,2026-02-03,قيد يدوي رقم 1009 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,68.0,,
1009,2026-02-03,قيد يدوي رقم 1009 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,68.0,
1020,2026-02-03,قيد يدوي رقم 1020 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,5.5,,
1020,2026-02-03,قيد يدوي رقم 1020 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,5.5,
1010,2026-02-04,قيد يدوي رقم 1010 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,93.0,,
1010,2026-02-04,قيد يدوي رقم 1010 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,93.0,
1012,2026-02-04,قيد يدوي رقم 1012 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,600.0,,
1012,2026-02-04,قيد يدوي رقم 1012 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,600.0,
1013,2026-02-04,قيد يدوي رقم 1013 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,100.0,,
1013,2026-02-04,قيد يدوي رقم 1013 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,100.0,
1014,2026-02-04,قيد يدوي رقم 1014 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,29000.0,,
1014,2026-02-04,قيد يدوي رقم 1014 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,29000.0,
1016,2026-02-04,قيد يدوي رقم 1016 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,10.0,,
1016,2026-02-04,قيد يدوي رقم 1016 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,10.0,
1017,2026-02-04,قيد يدوي رقم 1017 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,125.0,,
1017,2026-02-04,قيد يدوي رقم 1017 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,125.0,
1018,2026-02-04,قيد يدوي رقم 1018 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1018,2026-02-04,قيد يدوي رقم 1018 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1022,2026-02-04,قيد يدوي رقم 1022 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,93.0,,
1022,2026-02-04,قيد يدوي رقم 1022 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,93.0,
1024,2026-02-04,قيد يدوي رقم 1024 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1024,2026-02-04,قيد يدوي رقم 1024 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1011,2026-02-05,قيد يدوي رقم 1011 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,200.0,,
1011,2026-02-05,قيد يدوي رقم 1011 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,200.0,
1015,2026-02-05,قيد يدوي رقم 1015 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,500.0,
1015,2026-02-05,قيد يدوي رقم 1015 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),500.0,,
1019,2026-02-05,قيد يدوي رقم 1019 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,453.5,,
1019,2026-02-05,قيد يدوي رقم 1019 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,453.5,
1021,2026-02-05,قيد يدوي رقم 1021 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,10.5,,
1021,2026-02-05,قيد يدوي رقم 1021 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,70.0,,Invoice No 577 Al Wasam Traders
1021,2026-02-05,قيد يدوي رقم 1021 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,80.5,
1026,2026-02-05,قيد يدوي رقم 1026 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,287.0,,
1026,2026-02-05,قيد يدوي رقم 1026 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,43.05,,Invoiceno. 01008197\1210010001 Sonnaa Alreyada Al arbia Co
1026,2026-02-05,قيد يدوي رقم 1026 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,330.05,
1027,2026-02-05,قيد يدوي رقم 1027 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,20.0,,
1027,2026-02-05,قيد يدوي رقم 1027 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,20.0,
1028,2026-02-05,قيد يدوي رقم 1028 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,300.0,,
1028,2026-02-05,قيد يدوي رقم 1028 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,300.0,
1029,2026-02-05,قيد يدوي رقم 1029 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,35.0,,
1029,2026-02-05,قيد يدوي رقم 1029 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,35.0,
1030,2026-02-05,قيد يدوي رقم 1030 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,70.0,,
1030,2026-02-05,قيد يدوي رقم 1030 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,70.0,
1032,2026-02-07,قيد يدوي رقم 1032 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,106.0,,
1032,2026-02-07,قيد يدوي رقم 1032 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,106.0,
1025,2026-02-08,قيد يدوي رقم 1025 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),2000.0,,
1025,2026-02-08,قيد يدوي رقم 1025 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,2000.0,
1031,2026-02-08,قيد يدوي رقم 1031 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,106.0,,
1031,2026-02-08,قيد يدوي رقم 1031 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,106.0,
1033,2026-02-08,قيد يدوي رقم 1033 - أنشئ بواسطة Kashif Ali,5222,رسوم تجديد اقامات ونقل موظفين,1250.0,,
1033,2026-02-08,قيد يدوي رقم 1033 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1250.0,
1034,2026-02-08,قيد يدوي رقم 1034 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,285.0,,
1034,2026-02-08,قيد يدوي رقم 1034 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,285.0,
1039,2026-02-08,قيد يدوي رقم 1039 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,50.0,,
1039,2026-02-08,قيد يدوي رقم 1039 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,50.0,
1040,2026-02-08,قيد يدوي رقم 1040 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,70.0,,
1040,2026-02-08,قيد يدوي رقم 1040 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,70.0,
1041,2026-02-08,قيد يدوي رقم 1041 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,105.8,,
1041,2026-02-08,قيد يدوي رقم 1041 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,105.8,
1042,2026-02-08,قيد يدوي رقم 1042 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,121.03,,
1042,2026-02-08,قيد يدوي رقم 1042 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,121.03,
1023,2026-02-09,قيد يدوي رقم 1023 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,19700.0,,
1023,2026-02-09,قيد يدوي رقم 1023 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,19700.0,
1035,2026-02-09,قيد يدوي رقم 1035 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1035,2026-02-09,قيد يدوي رقم 1035 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1036,2026-02-09,قيد يدوي رقم 1036 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,587.0,,
1036,2026-02-09,قيد يدوي رقم 1036 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,587.0,
1037,2026-02-09,قيد يدوي رقم 1037 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,2600.0,
1037,2026-02-09,قيد يدوي رقم 1037 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,2600.0,,
1038,2026-02-09,قيد يدوي رقم 1038 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,3250.0,,
1038,2026-02-09,قيد يدوي رقم 1038 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,3250.0,
1043,2026-02-09,قيد يدوي رقم 1043 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,52.46,,
1043,2026-02-09,قيد يدوي رقم 1043 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,52.46,
1044,2026-02-09,قيد يدوي رقم 1044 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,15.58,,
1044,2026-02-09,قيد يدوي رقم 1044 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,15.58,
1064,2026-02-09,قيد يدوي رقم 1064 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,10000.0,,
1064,2026-02-09,قيد يدوي رقم 1064 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,10000.0,
1056,2026-02-10,قيد يدوي رقم 1056 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,100.0,,
1056,2026-02-10,قيد يدوي رقم 1056 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,100.0,
1045,2026-02-11,قيد يدوي رقم 1045 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,798.0,,
1045,2026-02-11,قيد يدوي رقم 1045 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,798.0,
1046,2026-02-11,قيد يدوي رقم 1046 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,300.0,,
1046,2026-02-11,قيد يدوي رقم 1046 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,300.0,
1047,2026-02-11,قيد يدوي رقم 1047 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,110.0,,
1047,2026-02-11,قيد يدوي رقم 1047 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,110.0,
1048,2026-02-11,قيد يدوي رقم 1048 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,93.0,,
1048,2026-02-11,قيد يدوي رقم 1048 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,93.0,
1049,2026-02-11,قيد يدوي رقم 1049 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,43.0,,
1049,2026-02-11,قيد يدوي رقم 1049 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,43.0,
1051,2026-02-11,قيد يدوي رقم 1051 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,100.0,,
1051,2026-02-11,قيد يدوي رقم 1051 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,100.0,
1052,2026-02-11,قيد يدوي رقم 1052 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,455.65,,
1052,2026-02-11,قيد يدوي رقم 1052 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,68.35,,Invoice No. 2259 safa yunbu Est.
1052,2026-02-11,قيد يدوي رقم 1052 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,524.0,
1053,2026-02-11,قيد يدوي رقم 1053 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,20.0,,
1053,2026-02-11,قيد يدوي رقم 1053 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,20.0,
1054,2026-02-11,قيد يدوي رقم 1054 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,112.0,,
1054,2026-02-11,قيد يدوي رقم 1054 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,16.8,,Invoice No. 145235 Al Bizaily Rayan Khalid Aiza Al Bizaily
1054,2026-02-11,قيد يدوي رقم 1054 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,128.8,
1055,2026-02-11,قيد يدوي رقم 1055 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,100.0,,
1055,2026-02-11,قيد يدوي رقم 1055 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,15.0,,Invoice No. 4354 Rawayie Yanbu Est.
1055,2026-02-11,قيد يدوي رقم 1055 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,115.0,
1050,2026-02-12,قيد يدوي رقم 1050 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,640.0,,
1050,2026-02-12,قيد يدوي رقم 1050 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,640.0,
1057,2026-02-12,قيد يدوي رقم 1057 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1057,2026-02-12,قيد يدوي رقم 1057 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,100.0,
1058,2026-02-12,قيد يدوي رقم 1058 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,160.0,,
1058,2026-02-12,قيد يدوي رقم 1058 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,160.0,
1072,2026-02-12,قيد يدوي رقم 1072 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,1350.0,,
1072,2026-02-12,قيد يدوي رقم 1072 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1350.0,
1083,2026-02-14,قيد يدوي رقم 1083 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1083,2026-02-14,قيد يدوي رقم 1083 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,50.0,
1061,2026-02-15,قيد يدوي رقم 1061 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1061,2026-02-15,قيد يدوي رقم 1061 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1062,2026-02-15,قيد يدوي رقم 1062 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,9600.0,,
1062,2026-02-15,قيد يدوي رقم 1062 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,9600.0,
1081,2026-02-15,قيد يدوي رقم 1081 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,
1081,2026-02-15,قيد يدوي رقم 1081 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1082,2026-02-15,قيد يدوي رقم 1082 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,80.0,,
1082,2026-02-15,قيد يدوي رقم 1082 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,80.0,
1059,2026-02-16,قيد يدوي رقم 1059 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,20000.0,,
1059,2026-02-16,قيد يدوي رقم 1059 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,20000.0,
1063,2026-02-16,قيد يدوي رقم 1063 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),5000.0,,
1063,2026-02-16,قيد يدوي رقم 1063 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1065,2026-02-16,قيد يدوي رقم 1065 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,47200.0,,
1065,2026-02-16,قيد يدوي رقم 1065 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,47200.0,
1060,2026-02-17,قيد يدوي رقم 1060 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,13000.0,,
1060,2026-02-17,قيد يدوي رقم 1060 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,13000.0,
1066,2026-02-17,قيد يدوي رقم 1066 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,2400.0,,
1066,2026-02-17,قيد يدوي رقم 1066 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,2400.0,
1067,2026-02-17,قيد يدوي رقم 1067 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,85.0,,
1067,2026-02-17,قيد يدوي رقم 1067 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,85.0,
1068,2026-02-17,قيد يدوي رقم 1068 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1068,2026-02-17,قيد يدوي رقم 1068 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,100.0,
1069,2026-02-17,قيد يدوي رقم 1069 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1550.0,,
1069,2026-02-17,قيد يدوي رقم 1069 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,1550.0,
1070,2026-02-17,قيد يدوي رقم 1070 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,129.0,,
1070,2026-02-17,قيد يدوي رقم 1070 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,129.0,
1075,2026-02-17,قيد يدوي رقم 1075 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,16.5,,
1075,2026-02-17,قيد يدوي رقم 1075 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,16.5,
1077,2026-02-17,قيد يدوي رقم 1077 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,120.0,,
1077,2026-02-17,قيد يدوي رقم 1077 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,120.0,
1079,2026-02-17,قيد يدوي رقم 1079 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,350.0,,
1079,2026-02-17,قيد يدوي رقم 1079 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,350.0,
1071,2026-02-18,قيد يدوي رقم 1071 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,752.0,,
1071,2026-02-18,قيد يدوي رقم 1071 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,752.0,
1073,2026-02-18,قيد يدوي رقم 1073 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,140.0,,
1073,2026-02-18,قيد يدوي رقم 1073 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,140.0,
1074,2026-02-18,قيد يدوي رقم 1074 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,150.0,,
1074,2026-02-18,قيد يدوي رقم 1074 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,150.0,
1076,2026-02-18,قيد يدوي رقم 1076 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,238.0,,
1076,2026-02-18,قيد يدوي رقم 1076 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,238.0,
1078,2026-02-19,قيد يدوي رقم 1078 - أنشئ بواسطة Kashif Ali,5223,نفقات الإنترنت,402.5,,
1078,2026-02-19,قيد يدوي رقم 1078 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,402.5,
1080,2026-02-19,قيد يدوي رقم 1080 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1080,2026-02-19,قيد يدوي رقم 1080 - أنشئ بواسطة Kashif Ali,110504,علا (مدير الإنتاج),,50.0,
1085,2026-02-19,قيد يدوي رقم 1085 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,5000.0,,
1085,2026-02-19,قيد يدوي رقم 1085 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,5000.0,
1086,2026-02-19,قيد يدوي رقم 1086 - أنشئ بواسطة Kashif Ali,5211,مصاريف مكتبية ومطبوعات,35.0,,
1086,2026-02-19,قيد يدوي رقم 1086 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,35.0,
1101,2026-02-19,قيد يدوي رقم 1101 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,500.0,,
1101,2026-02-19,قيد يدوي رقم 1101 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,500.0,
1105,2026-02-20,قيد يدوي رقم 1105 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,13000.0,
1105,2026-02-20,قيد يدوي رقم 1105 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,20000.0,
1105,2026-02-20,قيد يدوي رقم 1105 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,13000.0,,
1105,2026-02-20,قيد يدوي رقم 1105 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,20000.0,,
1097,2026-02-21,قيد يدوي رقم 1097 - أنشئ بواسطة Kashif Ali,120103,المعدات,449.0,,Washing Machine
1097,2026-02-21,قيد يدوي رقم 1097 - أنشئ بواسطة Kashif Ali,120103,المعدات,752.0,,Fridge
1097,2026-02-21,قيد يدوي رقم 1097 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,1201.0,
1102,2026-02-21,قيد يدوي رقم 1102 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,240.0,,
1102,2026-02-21,قيد يدوي رقم 1102 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,240.0,
1107,2026-02-21,قيد يدوي رقم 1107 - أنشئ بواسطة Kashif Ali,5208,الرسوم الحكومية,2287.0,,
1107,2026-02-21,قيد يدوي رقم 1107 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2287.0,
1115,2026-02-21,قيد يدوي رقم 1115 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,30.0,,
1115,2026-02-21,قيد يدوي رقم 1115 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,30.0,
1116,2026-02-21,قيد يدوي رقم 1116 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,86.0,,
1116,2026-02-21,قيد يدوي رقم 1116 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,86.0,
1121,2026-02-21,قيد يدوي رقم 1121 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,110.0,,
1121,2026-02-21,قيد يدوي رقم 1121 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,110.0,
1094,2026-02-22,قيد يدوي رقم 1094 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,258.75,,
1094,2026-02-22,قيد يدوي رقم 1094 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,23.0,,
1094,2026-02-22,قيد يدوي رقم 1094 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,281.75,
1098,2026-02-22,قيد يدوي رقم 1098 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,597.0,,
1098,2026-02-22,قيد يدوي رقم 1098 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,597.0,
1099,2026-02-22,قيد يدوي رقم 1099 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,680.0,,
1099,2026-02-22,قيد يدوي رقم 1099 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,680.0,
1106,2026-02-23,قيد يدوي رقم 1106 - أنشئ بواسطة Kashif Ali,5229,تأمين المركبات,4187.27,,
1106,2026-02-23,قيد يدوي رقم 1106 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,4187.27,
1113,2026-02-23,قيد يدوي رقم 1113 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1113,2026-02-23,قيد يدوي رقم 1113 - أنشئ بواسطة Kashif Ali,110101,النقدية في الخزينة,,50.0,
1095,2026-02-24,قيد يدوي رقم 1095 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,1000.0,,
