رقم القيد الأصلي (قيود),التاريخ,البيان,رقم الحساب القديم,اسم الحساب,مدين,دائن,ملاحظة السطر
1707,2026-07-09,قيد يدوي رقم 1707 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,Yaris Fuel
1660,2026-07-11,قيد يدوي رقم 1660 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,7360.0,,
1660,2026-07-11,قيد يدوي رقم 1660 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,7360.0,
1661,2026-07-11,قيد يدوي رقم 1661 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,31850.0,,
1661,2026-07-11,قيد يدوي رقم 1661 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,31850.0,
1665,2026-07-11,قيد يدوي رقم 1665 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,1000.0,,
1665,2026-07-11,قيد يدوي رقم 1665 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1000.0,
1714,2026-07-11,قيد يدوي رقم 1714 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookoine Diesel 
1714,2026-07-11,قيد يدوي رقم 1714 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1657,2026-07-12,قيد يدوي رقم 1657 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,50.0,,
1657,2026-07-12,قيد يدوي رقم 1657 - أنشئ بواسطة Kashif Ali,4201,إيرادات أخرى,,50.0,
1658,2026-07-12,قيد يدوي رقم 1658 - أنشئ بواسطة Kashif Ali,110505,إبراهيم عبد الله (سائق بروكلين),1000.0,,
1658,2026-07-12,قيد يدوي رقم 1658 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1000.0,
1659,2026-07-12,قيد يدوي رقم 1659 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,1000.0,,
1659,2026-07-12,قيد يدوي رقم 1659 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1000.0,
1663,2026-07-12,قيد يدوي رقم 1663 - أنشئ بواسطة Kashif Ali,2104,قروض قصيرة الأجل,12580.0,,
1663,2026-07-12,قيد يدوي رقم 1663 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,12580.0,
1664,2026-07-12,قيد يدوي رقم 1664 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,22500.0,,
1664,2026-07-12,قيد يدوي رقم 1664 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,22500.0,
1666,2026-07-12,قيد يدوي رقم 1666 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1666,2026-07-12,قيد يدوي رقم 1666 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1678,2026-07-12,قيد يدوي رقم 1678 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,100.0,,
1678,2026-07-12,قيد يدوي رقم 1678 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,100.0,
1679,2026-07-12,قيد يدوي رقم 1679 - أنشئ بواسطة Kashif Ali,5217,مصاريف مياه وكهرباء,140.0,,
1679,2026-07-12,قيد يدوي رقم 1679 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,140.0,
1680,2026-07-12,قيد يدوي رقم 1680 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,2500.0,,
1680,2026-07-12,قيد يدوي رقم 1680 - أنشئ بواسطة Kashif Ali,4101,إيرادات قطع الغيار,,2500.0,
1708,2026-07-12,قيد يدوي رقم 1708 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1708,2026-07-12,قيد يدوي رقم 1708 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,119.0,,Copper Purchased 10.8 KG
1708,2026-07-12,قيد يدوي رقم 1708 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1708,2026-07-12,قيد يدوي رقم 1708 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,119.0,Copper Purchased 10.8 KG
1684,2026-07-13,قيد يدوي رقم 1684 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,200.0,,
1684,2026-07-13,قيد يدوي رقم 1684 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,200.0,
1695,2026-07-13,قيد يدوي رقم 1695 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,173.91,,
1695,2026-07-13,قيد يدوي رقم 1695 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,26.09,,Invoice No. 18845 X-Max Car Service
1695,2026-07-13,قيد يدوي رقم 1695 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,200.0,
1699,2026-07-13,قيد يدوي رقم 1699 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,157.0,,
1699,2026-07-13,قيد يدوي رقم 1699 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,30.0,,
1699,2026-07-13,قيد يدوي رقم 1699 - أنشئ بواسطة Kashif Ali,110109,نقداً مع شعيب,,187.0,
1709,2026-07-13,قيد يدوي رقم 1709 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1709,2026-07-13,قيد يدوي رقم 1709 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,53.0,,Water Pump Repairing 
1709,2026-07-13,قيد يدوي رقم 1709 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1709,2026-07-13,قيد يدوي رقم 1709 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,53.0,Water Pump Repairing 
1685,2026-07-14,قيد يدوي رقم 1685 - أنشئ بواسطة Kashif Ali,4101,إيرادات قطع الغيار,,2500.0,
1685,2026-07-14,قيد يدوي رقم 1685 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,2500.0,,
1686,2026-07-14,قيد يدوي رقم 1686 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,3900.0,,
1686,2026-07-14,قيد يدوي رقم 1686 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,3900.0,
1688,2026-07-14,قيد يدوي رقم 1688 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,147.83,,
1688,2026-07-14,قيد يدوي رقم 1688 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,22.17,,Invoice No.18882
1688,2026-07-14,قيد يدوي رقم 1688 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,170.0,
1689,2026-07-14,قيد يدوي رقم 1689 - أنشئ بواسطة Kashif Ali,5211,مصاريف مكتبية ومطبوعات,95.67,,
1689,2026-07-14,قيد يدوي رقم 1689 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,14.35,,Invoice No. 3123 Rawabi Trading Est.
1689,2026-07-14,قيد يدوي رقم 1689 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,110.02,
1694,2026-07-14,قيد يدوي رقم 1694 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,347.83,,
1694,2026-07-14,قيد يدوي رقم 1694 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,52.17,,Invoice No. 18869 X-Max Car Service
1694,2026-07-14,قيد يدوي رقم 1694 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,400.0,
1702,2026-07-14,قيد يدوي رقم 1702 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1702,2026-07-14,قيد يدوي رقم 1702 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,20.0,,water Nussle 
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,15.0,,Industrial Blade
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,Yaris Fuel
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,water Nussle 
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,15.0,Industrial Blade
1710,2026-07-14,قيد يدوي رقم 1710 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,Yaris Fuel
1819,2026-07-14,قيد يدوي رقم 1819 - أنشئ بواسطة Kashif Ali,5216,مصاريف صيانه عامه بالمصنع,1800.0,,
1819,2026-07-14,قيد يدوي رقم 1819 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,270.0,,Invoice No 629 Mosassa Dare Itfa
1819,2026-07-14,قيد يدوي رقم 1819 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,2070.0,
1691,2026-07-15,قيد يدوي رقم 1691 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,10.0,,
1691,2026-07-15,قيد يدوي رقم 1691 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,10.0,
1692,2026-07-15,قيد يدوي رقم 1692 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,181.0,,
1692,2026-07-15,قيد يدوي رقم 1692 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,181.0,
1693,2026-07-15,قيد يدوي رقم 1693 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,652.09,,
1693,2026-07-15,قيد يدوي رقم 1693 - أنشئ بواسطة Kashif Ali,2105,ضريبة القيمة المضافة المستحقة,97.91,,Invoice No. 1006405 AL Atta safety & Equipment
1693,2026-07-15,قيد يدوي رقم 1693 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,750.0,
1696,2026-07-15,قيد يدوي رقم 1696 - أنشئ بواسطة Kashif Ali,5206,تذاكر سفر,90.5,,
1696,2026-07-15,قيد يدوي رقم 1696 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,90.5,
1711,2026-07-15,قيد يدوي رقم 1711 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,3000.0,,
1711,2026-07-15,قيد يدوي رقم 1711 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,1000.0,,
1711,2026-07-15,قيد يدوي رقم 1711 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,3000.0,
1711,2026-07-15,قيد يدوي رقم 1711 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1000.0,
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,200.0,,Brookline Diesel
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,74.0,LPG Gas
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,Hydraulic Oil
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,Food for Workers 
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,1109,جرد مواد الخردة,3410.0,,Iron purchased in factory @1.1 per kg
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,150.0,,oxygen Gas
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,74.0,,LPG Gas
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,50.0,,Hydraulic Oil
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,50.0,,Food for Workers 
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,200.0,brookline diesel
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,3410.0,Iron purchased in factory @1.1 per kg
1712,2026-07-15,قيد يدوي رقم 1712 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,150.0,oxygen Gas
1698,2026-07-16,قيد يدوي رقم 1698 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,36150.0,,
1698,2026-07-16,قيد يدوي رقم 1698 - أنشئ بواسطة Kashif Ali,4102,الايرادات من بيع السكراب,,36150.0,
1715,2026-07-16,قيد يدوي رقم 1715 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookoine Diesel 
1715,2026-07-16,قيد يدوي رقم 1715 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1716,2026-07-18,قيد يدوي رقم 1716 - أنشئ بواسطة Kashif Ali,5105,مصاريف وقود سيارات للموظفين,100.0,,Brookline Diesel
1716,2026-07-18,قيد يدوي رقم 1716 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,100.0,Brookline Diesel
1716,2026-07-18,قيد يدوي رقم 1716 - أنشئ بواسطة Kashif Ali,5224,نفقات غاز الأكسجين,90.0,,oxygen Gas
1716,2026-07-18,قيد يدوي رقم 1716 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,90.0,oxygen gas
1687,2026-07-19,قيد يدوي رقم 1687 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,500.0,,
1687,2026-07-19,قيد يدوي رقم 1687 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,500.0,
1690,2026-07-19,قيد يدوي رقم 1690 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1690,2026-07-19,قيد يدوي رقم 1690 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1697,2026-07-19,قيد يدوي رقم 1697 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,175.0,,
1697,2026-07-19,قيد يدوي رقم 1697 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,175.0,
1700,2026-07-19,قيد يدوي رقم 1700 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,1000.0,,
1700,2026-07-19,قيد يدوي رقم 1700 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,1000.0,
1717,2026-07-19,قيد يدوي رقم 1717 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,Yaris Fuel 
1717,2026-07-19,قيد يدوي رقم 1717 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,15.0,,yarsi tyre fix
1717,2026-07-19,قيد يدوي رقم 1717 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,50.0,Yaris Fuel
1717,2026-07-19,قيد يدوي رقم 1717 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,15.0,yaris Tyre Fix 
1701,2026-07-20,قيد يدوي رقم 1701 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1701,2026-07-20,قيد يدوي رقم 1701 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1704,2026-07-20,قيد يدوي رقم 1704 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,70.0,,
1704,2026-07-20,قيد يدوي رقم 1704 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,70.0,
1705,2026-07-20,قيد يدوي رقم 1705 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,100.0,,
1705,2026-07-20,قيد يدوي رقم 1705 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,100.0,
1718,2026-07-20,قيد يدوي رقم 1718 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,20.0,,Petrol  for Small Car Hyundia
1718,2026-07-20,قيد يدوي رقم 1718 - أنشئ بواسطة Kashif Ali,110110,المصروفات النثرية مع أولا,,20.0,Petrol for small car Hundia
1734,2026-07-20,قيد يدوي رقم 1734 - أنشئ بواسطة Kashif Ali,5214,مصاريف أخرى,145.0,,
1734,2026-07-20,قيد يدوي رقم 1734 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,145.0,
1735,2026-07-20,قيد يدوي رقم 1735 - أنشئ بواسطة Kashif Ali,5226,صيانة مركبات الموظفين,55.0,,
1735,2026-07-20,قيد يدوي رقم 1735 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,55.0,
1742,2026-07-21,قيد يدوي رقم 1742 - أنشئ بواسطة Kashif Ali,5225,مصاريف وقود الموظف,50.0,,
1742,2026-07-21,قيد يدوي رقم 1742 - أنشئ بواسطة Kashif Ali,110102,عهدة سالم,,50.0,
1713,2026-07-21,قيد يدوي رقم 1713 - أنشئ بواسطة Kashif Ali,2103,الرواتب المستحقة,1000.0,,
1713,2026-07-21,قيد يدوي رقم 1713 - أنشئ بواسطة Kashif Ali,1107,شركة يسم للتجارة,,1000.0,
